mission_id,sector_id,status,centre_lat,centre_lng,north,south,east,west,aircraft_count,airport_count,storage_tank_count,total_detections,average_confidence,prediction_url
mission_20260530131900,A1,Complete,33.61659833381243,73.0935772742628,33.618844111749915,33.61390340028746,73.09681316455769,73.09088069901706,4,0,0,4,0.9187,/captures/missions/mission_20260530131900/predictions/sector_A1_pred.jpg
mission_20260530131900,A2,Complete,33.61659833381243,73.09897042475427,33.618844111749915,33.61390340028746,73.10220631504916,73.09573453445938,0,1,0,1,0.3339,/captures/missions/mission_20260530131900/predictions/sector_A2_pred.jpg
mission_20260530131900,A3,Complete,33.61659833381243,73.10436357524574,33.618844111749915,33.61390340028746,73.10759946554063,73.10112768495085,0,0,0,0,0,/captures/missions/mission_20260530131900/predictions/sector_A3_pred.jpg
mission_20260530131900,A4,Complete,33.61659833381243,73.10975672573721,33.618844111749915,33.61390340028746,73.11245330098295,73.10652083544232,0,0,0,0,0,/captures/missions/mission_20260530131900/predictions/sector_A4_pred.jpg
mission_20260530131900,B1,Complete,33.612106777937484,73.0935772742628,33.614801711462455,33.609411844412506,73.09681316455769,73.09088069901706,2,0,1,3,0.6244,/captures/missions/mission_20260530131900/predictions/sector_B1_pred.jpg
mission_20260530131900,B2,Complete,33.612106777937484,73.09897042475427,33.614801711462455,33.609411844412506,73.10220631504916,73.09573453445938,13,0,0,13,0.8562,/captures/missions/mission_20260530131900/predictions/sector_B2_pred.jpg
mission_20260530131900,B3,Complete,33.612106777937484,73.10436357524574,33.614801711462455,33.609411844412506,73.10759946554063,73.10112768495085,6,0,0,6,0.7646,/captures/missions/mission_20260530131900/predictions/sector_B3_pred.jpg
mission_20260530131900,B4,Complete,33.612106777937484,73.10975672573721,33.614801711462455,33.609411844412506,73.11245330098295,73.10652083544232,0,1,0,1,0.3714,/captures/missions/mission_20260530131900/predictions/sector_B4_pred.jpg
mission_20260530131900,C1,Complete,33.60761522206252,73.0935772742628,33.6103101555875,33.60492028853755,73.09681316455769,73.09088069901706,0,1,0,1,0.3064,/captures/missions/mission_20260530131900/predictions/sector_C1_pred.jpg
mission_20260530131900,C2,Complete,33.60761522206252,73.09897042475427,33.6103101555875,33.60492028853755,73.10220631504916,73.09573453445938,5,0,0,5,0.8821,/captures/missions/mission_20260530131900/predictions/sector_C2_pred.jpg
mission_20260530131900,C3,Complete,33.60761522206252,73.10436357524574,33.6103101555875,33.60492028853755,73.10759946554063,73.10112768495085,5,0,0,5,0.7733,/captures/missions/mission_20260530131900/predictions/sector_C3_pred.jpg
mission_20260530131900,C4,Complete,33.60761522206252,73.10975672573721,33.6103101555875,33.60492028853755,73.11245330098295,73.10652083544232,0,0,0,0,0,/captures/missions/mission_20260530131900/predictions/sector_C4_pred.jpg
mission_20260530131900,D1,Complete,33.60312366618757,73.0935772742628,33.60581859971254,33.60087788825009,73.09681316455769,73.09088069901706,0,0,0,0,0,/captures/missions/mission_20260530131900/predictions/sector_D1_pred.jpg
mission_20260530131900,D2,Complete,33.60312366618757,73.09897042475427,33.60581859971254,33.60087788825009,73.10220631504916,73.09573453445938,0,0,0,0,0,/captures/missions/mission_20260530131900/predictions/sector_D2_pred.jpg
mission_20260530131900,D3,Complete,33.60312366618757,73.10436357524574,33.60581859971254,33.60087788825009,73.10759946554063,73.10112768495085,0,1,0,1,0.2768,/captures/missions/mission_20260530131900/predictions/sector_D3_pred.jpg
mission_20260530131900,D4,Complete,33.60312366618757,73.10975672573721,33.60581859971254,33.60087788825009,73.11245330098295,73.10652083544232,0,0,0,0,0,/captures/missions/mission_20260530131900/predictions/sector_D4_pred.jpg
