mission_id,sector_id,status,centre_lat,centre_lng,north,south,east,west,aircraft_count,airport_count,storage_tank_count,total_detections,average_confidence,prediction_url
mission_20260530140246,A1,Complete,33.55933799500531,72.82929425416295,33.560460883974045,33.557990528242826,72.830911189186,72.8279468083104,0,0,0,0,0,/captures/missions/mission_20260530140246/predictions/sector_A1_pred.jpg
mission_20260530140246,A2,Complete,33.55933799500531,72.83198914586804,33.560460883974045,33.557990528242826,72.83360608089109,72.83037221084498,2,0,0,2,0.9232,/captures/missions/mission_20260530140246/predictions/sector_A2_pred.jpg
mission_20260530140246,A3,Complete,33.55933799500531,72.83468403757314,33.560460883974045,33.557990528242826,72.8363009725962,72.83306710255009,0,0,0,0,0,/captures/missions/mission_20260530140246/predictions/sector_A3_pred.jpg
mission_20260530140246,A4,Complete,33.55933799500531,72.83737892927824,33.560460883974045,33.557990528242826,72.83872637513079,72.8357619942552,0,0,0,0,0,/captures/missions/mission_20260530140246/predictions/sector_A4_pred.jpg
mission_20260530140246,B1,Complete,33.55709221706783,72.82929425416295,33.558439683830315,33.55574475030535,72.830911189186,72.8279468083104,1,0,0,1,0.8641,/captures/missions/mission_20260530140246/predictions/sector_B1_pred.jpg
mission_20260530140246,B2,Complete,33.55709221706783,72.83198914586804,33.558439683830315,33.55574475030535,72.83360608089109,72.83037221084498,2,0,0,2,0.9155,/captures/missions/mission_20260530140246/predictions/sector_B2_pred.jpg
mission_20260530140246,B3,Complete,33.55709221706783,72.83468403757314,33.558439683830315,33.55574475030535,72.8363009725962,72.83306710255009,0,0,0,0,0,/captures/missions/mission_20260530140246/predictions/sector_B3_pred.jpg
mission_20260530140246,B4,Complete,33.55709221706783,72.83737892927824,33.558439683830315,33.55574475030535,72.83872637513079,72.8357619942552,0,0,0,0,0,/captures/missions/mission_20260530140246/predictions/sector_B4_pred.jpg
mission_20260530140246,C1,Complete,33.554846439130344,72.82929425416295,33.55619390589283,33.55349897236786,72.830911189186,72.8279468083104,1,0,0,1,0.902,/captures/missions/mission_20260530140246/predictions/sector_C1_pred.jpg
mission_20260530140246,C2,Complete,33.554846439130344,72.83198914586804,33.55619390589283,33.55349897236786,72.83360608089109,72.83037221084498,1,0,0,1,0.9031,/captures/missions/mission_20260530140246/predictions/sector_C2_pred.jpg
mission_20260530140246,C3,Complete,33.554846439130344,72.83468403757314,33.55619390589283,33.55349897236786,72.8363009725962,72.83306710255009,2,0,0,2,0.9357,/captures/missions/mission_20260530140246/predictions/sector_C3_pred.jpg
mission_20260530140246,C4,Complete,33.554846439130344,72.83737892927824,33.55619390589283,33.55349897236786,72.83872637513079,72.8357619942552,1,0,0,1,0.8657,/captures/missions/mission_20260530140246/predictions/sector_C4_pred.jpg
mission_20260530140246,D1,Complete,33.55260066119287,72.82929425416295,33.55394812795535,33.55147777222413,72.830911189186,72.8279468083104,1,0,0,1,0.9344,/captures/missions/mission_20260530140246/predictions/sector_D1_pred.jpg
mission_20260530140246,D2,Complete,33.55260066119287,72.83198914586804,33.55394812795535,33.55147777222413,72.83360608089109,72.83037221084498,0,0,0,0,0,/captures/missions/mission_20260530140246/predictions/sector_D2_pred.jpg
mission_20260530140246,D3,Complete,33.55260066119287,72.83468403757314,33.55394812795535,33.55147777222413,72.8363009725962,72.83306710255009,0,0,0,0,0,/captures/missions/mission_20260530140246/predictions/sector_D3_pred.jpg
mission_20260530140246,D4,Complete,33.55260066119287,72.83737892927824,33.55394812795535,33.55147777222413,72.83872637513079,72.8357619942552,0,0,0,0,0,/captures/missions/mission_20260530140246/predictions/sector_D4_pred.jpg
