mission_id,sector_id,status,centre_lat,centre_lng,north,south,east,west,aircraft_count,airport_count,storage_tank_count,total_detections,average_confidence,prediction_url
mission_20260530135906,A1,Complete,33.55930300035933,72.82435361434645,33.560987333812434,33.5572818002156,72.82677896860787,72.82233248579526,0,0,0,0,0,/captures/missions/mission_20260530135906/predictions/sector_A1_pred.jpg
mission_20260530135906,A2,Complete,33.56018179364139,73.0735618319975,33.5618661270945,33.558160593497654,73.07598721093208,73.0711364530629,0,0,7,7,0.8247,/captures/missions/mission_20260530135906/predictions/sector_A2_pred.jpg
mission_20260530135906,A3,Complete,33.56018179364139,73.07760413022177,33.5618661270945,33.558160593497654,73.08002950915636,73.0751787512872,0,0,3,3,0.511,/captures/missions/mission_20260530135906/predictions/sector_A3_pred.jpg
mission_20260530135906,A4,Complete,33.56018179364139,73.08164642844608,33.5618661270945,33.558160593497654,73.08366757755823,73.07922104951149,0,0,0,0,0,/captures/missions/mission_20260530135906/predictions/sector_A4_pred.jpg
mission_20260530135906,B1,Complete,33.55681312673517,73.06951953377319,33.5588343268789,33.55479192659144,73.07194491270778,73.06749838466104,0,0,0,0,0,/captures/missions/mission_20260530135906/predictions/sector_B1_pred.jpg
mission_20260530135906,B2,Complete,33.55681312673517,73.0735618319975,33.5588343268789,33.55479192659144,73.07598721093208,73.0711364530629,0,0,11,11,0.6349,/captures/missions/mission_20260530135906/predictions/sector_B2_pred.jpg
mission_20260530135906,B3,Complete,33.55681312673517,73.07760413022177,33.5588343268789,33.55479192659144,73.08002950915636,73.0751787512872,0,0,7,7,0.6388,/captures/missions/mission_20260530135906/predictions/sector_B3_pred.jpg
mission_20260530135906,B4,Complete,33.55681312673517,73.08164642844608,33.5588343268789,33.55479192659144,73.08366757755823,73.07922104951149,0,0,0,0,0,/captures/missions/mission_20260530135906/predictions/sector_B4_pred.jpg
mission_20260530135906,C1,Complete,33.55344445982896,73.06951953377319,33.55546565997269,33.55142325968523,73.07194491270778,73.06749838466104,0,0,14,14,0.6112,/captures/missions/mission_20260530135906/predictions/sector_C1_pred.jpg
mission_20260530135906,C2,Complete,33.55344445982896,73.0735618319975,33.55546565997269,33.55142325968523,73.07598721093208,73.0711364530629,0,0,26,26,0.7686,/captures/missions/mission_20260530135906/predictions/sector_C2_pred.jpg
mission_20260530135906,C3,Complete,33.55344445982896,73.07760413022177,33.55546565997269,33.55142325968523,73.08002950915636,73.0751787512872,0,0,7,7,0.5094,/captures/missions/mission_20260530135906/predictions/sector_C3_pred.jpg
mission_20260530135906,C4,Complete,33.55344445982896,73.08164642844608,33.55546565997269,33.55142325968523,73.08366757755823,73.07922104951149,0,0,0,0,0,/captures/missions/mission_20260530135906/predictions/sector_C4_pred.jpg
mission_20260530135906,D1,Complete,33.55007579292275,73.06951953377319,33.55209699306648,33.548391459469634,73.07194491270778,73.06749838466104,0,0,7,7,0.4721,/captures/missions/mission_20260530135906/predictions/sector_D1_pred.jpg
mission_20260530135906,D2,Complete,33.55007579292275,73.0735618319975,33.55209699306648,33.548391459469634,73.07598721093208,73.0711364530629,0,0,28,28,0.741,/captures/missions/mission_20260530135906/predictions/sector_D2_pred.jpg
mission_20260530135906,D3,Complete,33.55007579292275,73.07760413022177,33.55209699306648,33.548391459469634,73.08002950915636,73.0751787512872,0,0,3,3,0.591,/captures/missions/mission_20260530135906/predictions/sector_D3_pred.jpg
mission_20260530135906,D4,Complete,33.55007579292275,73.08164642844608,33.55209699306648,33.548391459469634,73.08366757755823,73.07922104951149,0,0,0,0,0,/captures/missions/mission_20260530135906/predictions/sector_D4_pred.jpg
